,,GSM596123,GSM596124,GSM596127,GSM596128,GSM596131,GSM596132,GSM596125,GSM596126,GSM596129,GSM596130,GSM596133,GSM596134
AT2G16950, Nuclear import receptor for AtGRP7. - [ AT2G16950 / P: involved in protein glycosylation / Publication:501748728 ][ AT2G16950 / P: involved in plant-type cell wall cellulose metabolic process / Publication:501748728 ][ AT2G16950 / P: involved in cell wall pectin metabolic process / Publication:501748728 ],7.053820012,7.071589199,7.102079685,7.179587849,6.181730613,6.68099524,7.026755502,7.032998033,7.162531989,7.077677732,6.798306178,5.730658321
AT2G17480, A member of a large family of seven-transmembrane domain proteins specific to plants  homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins  with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO8 belongs to the clade III  with AtMLO5  AtMLO7  AtMLO9  and AtMLO10. The gene is expressed during seedling growth  in cotyledons and hypocotyl  and in fruit abscission zone  as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli  suggesting functional redundancy  co-function  or antagonistic function(s). - [ AT2G17480.1 / C: located in plasma membrane / Publication:501710480 ][ AT2G17480.1 / C: located in plasma membrane / Publication:501720929 ][ AT2G17480 / P: involved in defense response / Communication:501714663 ][ AT2G17480.1 / P: involved in cell death / AnalysisReference:501748310 ],6.584502455,6.648332402,6.328187672,6.881656822,6.113584481,5.604192147,6.416343204,6.330691932,6.012295374,6.210799423,5.07252814,6.165392132
AT2G17650,[ AT2G17650 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ][ AT2G17650 / P: involved in gibberellin biosynthetic process / Publication:501748728 ][ AT2G17650 / P: involved in gibberellin biosynthetic process / Publication:501748728 ],5.480659684,5.51038342,5.45079309,5.443235745,4.880105331,5.217697859,5.80232027,5.819707879,5.601484447,5.565366552,5.391074327,5.210369539
AT2G17840, Identified as drought-inducible gene by differential hybridization. Upregulated by high light  drought  cold and salt stress determined by microarray analysis. - [ AT2G17840 / P: involved in response to water deprivation / Publication:4777 ][ AT2G17840.1 / C: located in cytoplasm / AnalysisReference:501750651 ][ AT2G17840 / P: involved in response to cold / Publication:501707028 ][ AT2G17840 / P: involved in response to salt stress / Publication:501707028 ],9.96578995,10.6120491,10.96824299,11.50327775,10.94290309,7.53604763,11.12117791,10.93738171,10.62722076,10.83605182,11.03675612,12.09603478
AT2G18250, At2g18250 encodes pantetheine-phosphate adenylyltransferase catalyzing the formation of  dephospho-CoA from pantetheine 4'-phosphate. The enzyme is involved in coenzyme A biosynthesis. - [ AT2G18250.1 / F: has catalytic activity / AnalysisReference:501748310 ][ AT2G18250 / F: has pantetheine-phosphate adenylyltransferase activity / Publication:501727351 ][ AT2G18250 / F: has nucleotidyltransferase activity / Communication:501714663 ][ AT2G18250 / P: involved in regulation of coenzyme A biosynthetic process / Publication:501727351 ],6.029981268,6.072523175,6.194689798,6.60723119,5.763413854,5.670999777,6.125489023,6.315467658,6.639973615,6.68009272,6.201000431,5.608967174
AT2G18660, Encodes PNP-A (Plant Natriuretic Peptide A). PNPs are a class of systemically mobile molecules distantly related to expansins; their biological role has remained elusive. PNP-A contains a signal peptide domain and is secreted into the extracellular space.  Co-expression analyses using microarray data suggest that PNP-A may function as a component of plant defence response and SAR in particular  and could be classified as a newly identified PR protein. - [ AT2G18660 / P: involved in response to endoplasmic reticulum stress / Publication:501748728 ][ AT2G18660 / P: involved in alternative respiration / Publication:501742833 ][ AT2G18660 / C: located in apoplast / Publication:501742522 ][ AT2G18660.1 / C: located in extracellular region / AnalysisReference:501750651 ],3.345065806,3.48681878,4.591711381,5.011807667,3.62100672,3.678702565,3.409023175,3.480482211,5.274054232,4.259607745,3.689888633,3.460532915
AT2G19450, Encodes Acyl-CoA:diacylglycerol acyltransferase (DGAT) catalyzes the final step of the triacylglycerol synthesis pathway. An insertion  mutation in the TAG1 gene results in altered lipid phenotype. Role in senescence and seed development. - [ AT2G19450 / P: involved in triglyceride biosynthetic process / Publication:501681681 ][ AT2G19450 / C: located in membrane / Publication:897 ][ AT2G19450 / P: involved in triglyceride biosynthetic process / Publication:897 ][ AT2G19450 / P: involved in carbohydrate metabolic process / Publication:501681681 ],8.03368056,8.227178016,7.181674764,7.09519835,6.953675812,4.863762155,8.345258816,8.186512535,6.892461787,7.501457308,4.5220036,6.835404376
AT2G19580, Member of TETRASPANIN family - [ AT2G19580 / P: involved in aging / Communication:501714663 ][ AT2G19580.1 / C: located in chloroplast / AnalysisReference:501750651 ][ AT2G19580.1 / C: located in integral to membrane / AnalysisReference:501748310 ][ AT2G19580 / F: has molecular_function / Communication:501683652 ],5.192066041,5.349784405,5.496771678,5.552349694,4.619348794,4.852458214,5.670550261,5.421862562,5.516781866,5.613022616,4.989564041,4.494273992
AT2G20010,[ AT2G20010 / P: involved in response to cold / Publication:501748728 ][ AT2G20010 / P: involved in abscisic acid mediated signaling pathway / Publication:501748728 ][ AT2G20010 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ],6.642188352,6.885811756,6.602163177,6.862467644,5.97126881,5.498211965,6.602677284,6.610759256,6.738078556,6.710824058,6.38287095,5.984981453
AT2G20360,[ AT2G20360.1 / P: involved in response to salt stress / Publication:501723430 ][ AT2G20360 / P: involved in proteasome core complex assembly / Publication:501748728 ][ AT2G20360.1 / F: has nucleotide binding / AnalysisReference:501748310 ][ AT2G20360 / C: constituent of mitochondrial respiratory chain complex I / Publication:501723960 ],8.685044683,8.590298397,8.37256167,8.338131028,8.039714314,8.534380807,8.740671845,8.61979707,8.326812581,8.230456332,8.27824427,7.485857784
AT2G20470,[ AT2G20470.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ][ AT2G20470 / P: involved in plant-type cell wall modification / Publication:501748728 ][ AT2G20470 / F: has kinase activity / Communication:501714663 ][ AT2G20470.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ],4.157161968,4.162635995,4.285050194,4.135314593,3.816648773,3.496459676,4.122941348,4.22994301,4.391304885,4.235515102,3.665251888,3.874550453
AT2G20570, Encodes GLK1  Golden2-like 1  one of a pair of partially redundant nuclear transcription factors that regulate chloroplast development in a cell-autonomous manner. GLK2  Golden2-like 2  is encoded by At5g44190. GLK1 and GLK2 regulate the expression of the photosynthetic apparatus. - [ AT2G20570 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ][ AT2G20570 / P: involved in regulation of hydrogen peroxide metabolic process / Publication:501748728 ][ AT2G20570.1 / C: located in nucleus / AnalysisReference:501750651 ],8.872151368,9.281617469,8.735438477,8.67068625,7.933499401,8.746797146,9.36263933,9.373906783,9.549118492,9.091889845,8.554284409,7.908489805
AT2G21100,[ AT2G21100 / P: involved in lignan biosynthetic process / Communication:501714663 ][ AT2G21100 / P: involved in defense response / Communication:501714663 ][ AT2G21100 / F: has molecular_function / Communication:1345790 ][ AT2G21100 / P: involved in lignan biosynthetic process / Communication:501714663 ],3.487943964,3.664166364,3.955998752,4.126003524,3.560155447,3.444357034,3.716767904,3.688193545,4.162755664,3.919373515,3.559830073,3.95000271
AT2G21490,[ AT2G21490 / P: involved in terpenoid biosynthetic process / Publication:501748728 ][ AT2G21490 / P: involved in response to water stimulus / Communication:501714663 ][ AT2G21490.1 / P: involved in response to water stimulus / AnalysisReference:501748310 ],3.684474819,3.57144752,3.869241645,3.882160818,3.930913477,3.996232907,3.64185879,3.560457102,3.917007191,3.620922019,4.430261142,3.951004187
AT2G21660, Encodes a small glycine-rich RNA binding protein that is part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript.  Gene expression is induced by cold. GRP7 appears to promote stomatal opening and reduce tolerance under salt and dehydration stress conditions  but  promotes stomatal closing and thereby increases stress tolerance under conditions of cold tolerance. Loss of function mutations have increased susceptibility to pathogens suggesting a role in mediating innate immune response. Mutants are also late flowering in a non-photoperiodic manner and are responsive to vernalization suggesting an interaction with the autonomous flowering pathway.   There is a reduction of mRNA export from the nucleus in grp7 mutants. GRP7:GFP fusion proteins can be found in the cytosol and nucleus.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase). - [ AT2G21660 / P: involved in Golgi organization / Publication:501748728 ][ AT2G21660 / F: functions in RNA binding / Communication:501714663 ][ AT2G21660 / P: involved in innate immune response / Publication:501727402 ][ AT2G21660.2 / C: located in chloroplast / Publication:501724486 ],12.91497493,12.95807805,12.1248915,11.98484325,12.3968534,9.99857816,13.06489168,13.06776009,12.16340593,12.58352817,8.226869846,12.66499607
AT2G22330, Encodes a cytochrome P450. Involved in tryptophan metabolism. Converts Trp to indole-3-acetaldoxime (IAOx)  a precursor to IAA and indole glucosinolates. - [ AT2G22330 / P: involved in oxidoreduction coenzyme metabolic process / Publication:501748728 ][ AT2G22330 / P: involved in defense response to bacterium / Publication:501748728 ][ AT2G22330.1 / F: has electron carrier activity / AnalysisReference:501748310 ],9.230859783,9.210786408,9.520522331,9.802118656,9.149893222,7.016310352,9.554529094,8.383028047,8.459125189,8.89705945,7.919727558,8.305525648
AT2G22670, IAA8 (IAA8) gene is auxin inducible. - [ AT2G22670 / P: involved in seed dormancy process / Publication:501748728 ][ AT2G22670 / F: functions in protein binding / Publication:501750741 ][ AT2G22670 / P: involved in cytokinin mediated signaling pathway / Publication:501748728 ][ AT2G22670 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ],10.16058506,10.22636741,10.0779788,10.07120214,9.839821058,10.02176336,10.14277579,10.30978977,10.08214107,10.01011935,8.833053456,9.172677304
AT2G23610, Encodes a protein shown to have carboxylesterase activity  methyl IAA esterase activity  and methyl jasmonate esterase activity in vitro. This protein does not act on methyl salicylate  MeGA4  or MEGA9 in vitro. - [ AT2G23610 / P: involved in protein targeting to membrane / Publication:501748728 ][ AT2G23610 / P: involved in protein targeting to membrane / Publication:501748728 ][ AT2G23610 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ],8.150661154,7.958751653,8.211974338,7.91967019,7.397520804,7.790669627,8.119810955,8.288571927,8.143352396,8.097085232,8.922085875,8.220703149
AT2G23840,[ AT2G23840.1 / F: has endonuclease activity / AnalysisReference:501748310 ][ AT2G23840 / P: involved in response to cold / Publication:501748728 ][ AT2G23840 / P: involved in response to cold / Publication:501748728 ][ AT2G23840 / P: involved in response to desiccation / Publication:501748728 ],7.265330755,7.375932143,7.365894567,7.159186397,7.107479979,7.668061028,7.636224273,7.789380413,7.893751337,7.190473543,7.848983856,6.960395614
AT2G24610, member of Cyclic nucleotide gated channel family - [ AT2G24610.1 / C: located in membrane / AnalysisReference:501748310 ][ AT2G24610 / F: functions in calmodulin binding / Publication:1546140 ][ AT2G24610 / F: functions in cyclic nucleotide binding / Communication:501714663 ][ AT2G24610.1 / P: involved in ion transport / AnalysisReference:501748310 ],3.481590479,3.762098872,4.138001621,4.119622501,3.906579848,3.746333176,3.439089411,3.694112671,3.973322155,4.013900856,3.727679468,3.819453689
AT2G24840, Encodes a member of the Agamous-like family of transcription factors. Localized to the nucleus in the central cell and endosperm of the female gametophyte. Loss of function mutations show reduced female fertility. Fifty percent of ovules have defective central cells with abnormal morphology and patterns of gene expression. Upon fertilization 50% of seeds abort. Using yeast two hybrid assays AGL61 was shown to interact with AGL80  another MADS box gene with similar defects in ovule development. These data suggest that AGL61 and 80 together are required for proper differentiation of the central cell. - [ AT2G24840 / F: has protein binding / Publication:501727471 ][ AT2G24840 / P: involved in embryo sac central cell differentiation / Publication:501725036 ][ AT2G24840 / C: located in nucleus / Publication:501727471 ][ AT2G24840.1 / F: has protein dimerization activity / AnalysisReference:501748310 ],4.292590332,4.443830732,4.43531581,4.327386388,3.867825917,4.197225871,4.200313789,4.773364663,4.369984047,4.290697057,4.016632825,4.279444278
